lat1,long1,lat2,long2,mode,distance,comment
47.3638955,8.4985941,25.1607537,55.3062158,plane,4476,Zürich-Dubai
25.1607537,55.3062158,39.9010207,116.4037538,plane,5855,Dubai-Beijin
